City,Total_cases,Total_deaths,New_deaths,Active_cases,Total_tests,Date
Rhode Island ,10530,388.0,18 ,9477,79373.0,05-07-2020
Veteran Affairs ,10154,793.0, ,3064,107178.0,05-07-2020
Arizona ,9945,450.0,24 ,9425,111086.0,05-07-2020
Minnesota ,9365,508.0,23 ,3549,97421.0,05-07-2020
Missouri ,9266,425.0, ,6778,103622.0,05-07-2020
Wisconsin ,8901,362.0, ,4191,96727.0,05-07-2020
Alabama ,8810,349.0,6  ,8441,113831.0,05-07-2020
Mississippi ,8686,396.0,22 ,3869,80308.0,05-07-2020
US Military ,7604,27.0, ,4582,,05-07-2020
South Carolina ,6936,305.0, ,1750,77482.0,05-07-2020
Nebraska ,6771,86.0, ,6663,37829.0,05-07-2020
Kansas ,6045,164.0, ,4206,42114.0,05-07-2020
Delaware ,5939,202.0,9 ,3627,27326.0,05-07-2020
Kentucky ,5934,283.0, ,3976,78603.0,05-07-2020
Nevada ,5663,286.0, ,1180,61090.0,05-07-2020
District Of Columbia ,5654,285.0,8 ,4544,25856.0,05-07-2020
Utah ,5595,58.0, ,3352,131002.0,05-07-2020
Oklahoma ,4330,260.0,7 ,1085,87459.0,05-07-2020
New Mexico ,4291,169.0, ,3049,85684.0,05-07-2020
Arkansas ,3611,87.0, ,1401,59995.0,05-07-2020
Oregon ,2916,115.0, ,1676,67947.0,05-07-2020
South Dakota ,2905,31.0,2 ,846,19022.0,05-07-2020
New Hampshire ,2740,111.0, ,1519,30836.0,05-07-2020
Navajo Nation ,2559,79.0, ,2480,11627.0,05-07-2020
Federal Prisons ,2465,42.0, ,1713,,05-07-2020
Idaho ,2158,66.0, ,713,30718.0,05-07-2020
Puerto Rico ,2031,102.0,3 ,1183,13022.0,05-07-2020
North Dakota ,1371,31.0, ,739,40867.0,05-07-2020
Maine ,1330,62.0, ,481,23346.0,05-07-2020
West Virginia ,1287,51.0, ,520,57521.0,05-07-2020
Vermont ,916,53.0,1 ,145,18451.0,05-07-2020
Wyoming ,631,7.0, ,208,12007.0,05-07-2020
Hawaii ,626,17.0, ,51,35918.0,05-07-2020
Montana ,457,16.0, ,24,20247.0,05-07-2020
Alaska ,372,10.0, ,76,23655.0,05-07-2020
Guam ,149,5.0, ,13,605.0,05-07-2020
Grand Princess Ship ,103,3.0, ,100,,05-07-2020
United States Virgin Islands ,66,4.0, ,11,1046.0,05-07-2020
Northern Mariana Islands ,15,2.0, ,1,948.0,05-07-2020
New York ,340472,26581.0,216 ,257513,1121543.0,05-08-2020
New Jersey ,135106,8834.0, ,125151,290966.0,05-08-2020
Massachusetts ,73721,4552.0, ,61051,351632.0,05-08-2020
Illinois ,70873,3111.0, ,67117,379043.0,05-08-2020
California ,62477,2545.0,10 ,50204,842874.0,05-08-2020
Pennsylvania ,56900,3670.0,78 ,52150,280333.0,05-08-2020
Michigan  ,45646,4343.0, ,25629,254239.0,05-08-2020
Florida ,39199,1669.0,69 ,36844,514017.0,05-08-2020
Texas ,36606,1030.0,1 ,16210,459182.0,05-08-2020
Connecticut ,31784,2797.0, ,28922,116174.0,05-08-2020
Georgia ,31722,1356.0,8 ,30026,227477.0,05-08-2020
Louisiana ,30652,2208.0, ,8128,200767.0,05-08-2020
Maryland ,30485,1560.0,57 ,27022,152187.0,05-08-2020
Indiana ,23146,1447.0,33 ,20140,130128.0,05-08-2020
Virginia ,22342,812.0,43 ,18796,143220.0,05-08-2020
Ohio ,22134,1274.0, ,20412,176059.0,05-08-2020
Colorado ,18371,944.0, ,16868,92267.0,05-08-2020
Washington ,16943,904.0, ,13353,230680.0,05-08-2020
Tennessee ,14096,239.0, ,7074,236328.0,05-08-2020
North Carolina ,13954,529.0,16 ,11617,178613.0,05-08-2020
Iowa ,11457,243.0,12 ,6529,70261.0,05-08-2020
Rhode Island ,10779,399.0,11 ,9715,85266.0,05-08-2020
Arizona ,10526,517.0,67 ,9939,119907.0,05-08-2020
Veteran Affairs ,10396,812.0, ,2920,107178.0,05-08-2020
Minnesota ,10088,534.0,26 ,3857,101270.0,05-08-2020
Missouri ,9561,454.0,6 ,7044,103622.0,05-08-2020
Wisconsin ,9215,374.0, ,4493,102250.0,05-08-2020
Alabama ,9188,374.0,5 ,8794,114649.0,05-08-2020
Mississippi ,9090,409.0,13 ,4260,80787.0,05-08-2020
US Military ,7826,27.0, ,4643,,05-08-2020
Nebraska ,7190,90.0, ,7078,40482.0,05-08-2020
South Carolina ,7142,316.0, ,1945,77482.0,05-08-2020
Kansas ,6359,168.0,3 ,4516,44822.0,05-08-2020
Kentucky ,6128,294.0, ,3657,81391.0,05-08-2020
Delaware ,5939,202.0, ,3627,27326.0,05-08-2020
District Of Columbia ,5899,304.0,19 ,4770,27115.0,05-08-2020
Nevada ,5766,293.0, ,1276,63708.0,05-08-2020
Utah ,5724,61.0, ,3478,134543.0,05-08-2020
New Mexico ,4493,172.0, ,3248,85684.0,05-08-2020
Oklahoma ,4330,260.0, ,1085,87459.0,05-08-2020
Arkansas ,3694,88.0, ,1447,63994.0,05-08-2020
Oregon ,2989,121.0, ,1743,70426.0,05-08-2020
South Dakota ,2905,31.0, ,846,20114.0,05-08-2020
Federal Prisons ,2890,44.0, ,1977,,05-08-2020
New Hampshire ,2843,114.0, ,1564,30836.0,05-08-2020
Navajo Nation ,2654,85.0, ,2569,14824.0,05-08-2020
Idaho ,2178,67.0, ,732,31099.0,05-08-2020
Puerto Rico ,2156,107.0,5 ,1303,13022.0,05-08-2020
North Dakota ,1425,33.0,2 ,678,42501.0,05-08-2020
Maine ,1374,63.0,1 ,475,23346.0,05-08-2020
West Virginia ,1310,51.0, ,521,59436.0,05-08-2020
Vermont ,919,53.0, ,129,19008.0,05-08-2020
Wyoming ,635,7.0, ,200,12007.0,05-08-2020
Hawaii ,629,17.0, ,47,37712.0,05-08-2020
Montana ,458,16.0, ,22,20945.0,05-08-2020
Alaska ,374,10.0, ,73,24341.0,05-08-2020
Guam ,151,5.0, ,15,605.0,05-08-2020
Grand Princess Ship ,103,3.0, ,100,,05-08-2020
United States Virgin Islands ,68,4.0, ,7,1128.0,05-08-2020
Northern Mariana Islands ,15,2.0, ,1,2336.0,05-08-2020
New York ,343350,26744.0,159 ,260194,1153768.0,05-09-2020
New Jersey ,138528,9117.0,131 ,127943,8479.0,05-09-2020
Massachusetts ,75333,4702.0, ,62513,366023.0,05-09-2020
Illinois ,73760,3241.0, ,69874,399714.0,05-09-2020
California ,64597,2630.0,3 ,51833,891472.0,05-09-2020
Pennsylvania ,58201,3776.0,59 ,53345,285821.0,05-09-2020
Michigan ,46326,4393.0, ,26259,267845.0,05-09-2020
Florida ,40001,1716.0,47 ,37599,528413.0,05-09-2020
Texas ,37727,1079.0, ,17044,481114.0,05-09-2020
Georgia ,32453,1400.0,1 ,30713,235324.0,05-09-2020
Connecticut ,32411,2874.0, ,29472,120541.0,05-09-2020
Maryland ,31534,1614.0,54 ,27879,156028.0,05-09-2020
Louisiana ,31417,2267.0,40 ,8834,212157.0,05-09-2020
Virginia ,23196,827.0,15 ,19245,150952.0,05-09-2020
Indiana ,23146,1447.0, ,20140,130128.0,05-09-2020
Ohio ,23016,1306.0, ,21262,184316.0,05-09-2020
Colorado ,18827,960.0, ,17308,96772.0,05-09-2020
Washington ,17196,914.0, ,13535,240697.0,05-09-2020
Tennessee ,14441,241.0, ,7189,243578.0,05-09-2020
North Carolina ,14360,544.0,14 ,12008,186362.0,05-09-2020
Iowa ,11671,252.0,9 ,6734,70261.0,05-09-2020
Rhode Island ,10989,418.0,19 ,9841,87815.0,05-09-2020
Arizona ,10960,532.0,15 ,10358,128940.0,05-09-2020
Minnesota ,10790,558.0,24 ,3910,106263.0,05-09-2020
Veteran Affairs ,10666,831.0, ,2794,107178.0,05-09-2020
Missouri ,9736,484.0,5 ,7189,108721.0,05-09-2020
Wisconsin ,9590,384.0, ,4858,106855.0,05-09-2020
Alabama ,9486,388.0,5 ,9078,122987.0,05-09-2020
Mississippi ,9378,421.0,12 ,4536,81191.0,05-09-2020
Nebraska ,7831,92.0, ,7717,43046.0,05-09-2020
US Military ,7826,27.0, ,4643,,05-09-2020
South Carolina ,7367,320.0, ,2166,78290.0,05-09-2020
Kansas ,6667,168.0, ,4824,47708.0,05-09-2020
Kentucky ,6288,298.0, ,3724,86428.0,05-09-2020
Delaware ,6111,213.0, ,3670,28264.0,05-09-2020
District Of Columbia ,6102,311.0,7 ,4912,28183.0,05-09-2020
Utah ,5919,61.0, ,3673,138688.0,05-09-2020
Nevada ,5884,301.0, ,1386,65544.0,05-09-2020
New Mexico ,4673,181.0, ,3367,93262.0,05-09-2020
Oklahoma ,4424,266.0, ,1094,89857.0,05-09-2020
Arkansas ,3747,88.0, ,691,65528.0,05-09-2020
Federal Prisons ,3330,45.0, ,2387,,05-09-2020
South Dakota ,3144,31.0, ,1044,21293.0,05-09-2020
Oregon ,3068,124.0, ,1819,72657.0,05-09-2020
New Hampshire ,2947,121.0, ,1616,32298.0,05-09-2020
Navajo Nation ,2757,88.0, ,2669,15563.0,05-09-2020
Idaho ,2205,67.0, ,759,31099.0,05-09-2020
Puerto Rico ,2173,108.0,1 ,1319,13022.0,05-09-2020
North Dakota ,1464,35.0,2 ,667,43933.0,05-09-2020
Maine ,1408,64.0,1 ,487,23356.0,05-09-2020
West Virginia ,1335,53.0,1 ,544,60997.0,05-09-2020
Vermont ,921,53.0, ,124,19527.0,05-09-2020
Wyoming ,644,7.0, ,209,12007.0,05-09-2020
Hawaii ,629,17.0, ,47,37712.0,05-09-2020
Montana ,458,16.0, ,20,21329.0,05-09-2020
Alaska ,377,10.0, ,62,25473.0,05-09-2020
Guam ,151,5.0, ,15,605.0,05-09-2020
Grand Princess Ship ,103,3.0, ,100,,05-09-2020
United States Virgin Islands ,68,4.0, ,7,1128.0,05-09-2020
Northern Mariana Islands ,16,2.0, ,2,2336.0,05-09-2020
New York ,343409,26771.0, ,260072,1153768.0,05-10-2020
New Jersey ,138579,9255.0,137 ,127823,303750.0,05-10-2020
Massachusetts ,76743,4840.0, ,63785,376537.0,05-10-2020
Illinois ,76085,3349.0, ,72091,416331.0,05-10-2020
California ,66825,2695.0,4 ,53778,912570.0,05-10-2020
Pennsylvania ,58686,3798.0, ,53808,285821.0,05-10-2020
Michigan ,46756,4526.0, ,19544,281747.0,05-10-2020
Florida ,40596,1721.0,5 ,37829,539630.0,05-10-2020
Texas ,38642,1111.0, ,13942,489294.0,05-10-2020
Connecticut ,32984,2932.0, ,29987,123569.0,05-10-2020
Georgia ,32976,1404.0,3 ,31232,243547.0,05-10-2020
Maryland ,32587,1644.0,30 ,28902,159931.0,05-10-2020
Louisiana ,31600,2286.0,19 ,8998,215872.0,05-10-2020
Indiana ,24126,1508.0,18 ,21059,140029.0,05-10-2020
Virginia ,24081,839.0,12 ,20118,157957.0,05-10-2020
Ohio ,23697,1331.0, ,21918,196670.0,05-10-2020
Colorado ,19375,967.0, ,17849,100610.0,05-10-2020
Washington ,17426,922.0, ,12878,242989.0,05-10-2020
North Carolina ,14891,561.0,10 ,12522,192135.0,05-10-2020
Tennessee ,14768,242.0, ,7157,252748.0,05-10-2020
Iowa ,11959,265.0,13 ,7009,74174.0,05-10-2020
Rhode Island ,11274,422.0,4 ,10122,91213.0,05-10-2020
Minnesota ,11271,578.0,20 ,3811,111088.0,05-10-2020
Arizona ,11119,536.0,4 ,10513,137739.0,05-10-2020
Veteran Affairs ,10877,850.0, ,2647,123420.0,05-10-2020
Wisconsin ,9939,398.0, ,5193,111874.0,05-10-2020
Missouri ,9810,493.0, ,7254,108898.0,05-10-2020
Alabama ,9736,393.0,3 ,9323,126594.0,05-10-2020
Mississippi ,9501,430.0,9 ,4650,91999.0,05-10-2020
Nebraska ,8234,96.0, ,8116,45644.0,05-10-2020
US Military ,7826,27.0, ,4643,,05-10-2020
South Carolina ,7531,330.0, ,2320,80963.0,05-10-2020
Kansas ,6829,174.0,1 ,4980,49933.0,05-10-2020
Delaware ,6447,224.0,3 ,3686,31039.0,05-10-2020
Kentucky ,6440,304.0, ,3828,86900.0,05-10-2020
District Of Columbia ,6272,323.0,12 ,5069,29570.0,05-10-2020
Utah ,6103,66.0, ,3852,143294.0,05-10-2020
Nevada ,6098,306.0, ,1595,71603.0,05-10-2020
New Mexico ,4778,191.0, ,3462,93262.0,05-10-2020
Oklahoma ,4589,272.0,2 ,1113,95869.0,05-10-2020
Arkansas ,3747,88.0, ,691,65528.0,05-10-2020
Federal Prisons ,3580,46.0, ,2631,,05-10-2020
South Dakota ,3393,34.0, ,1234,22952.0,05-10-2020
Oregon ,3160,127.0, ,1908,74571.0,05-10-2020
New Hampshire ,3011,131.0, ,1652,33453.0,05-10-2020
Navajo Nation ,2876,96.0, ,2780,16032.0,05-10-2020
Idaho ,2230,67.0, ,784,31961.0,05-10-2020
Puerto Rico ,2198,111.0,3 ,1341,13022.0,05-10-2020
North Dakota ,1491,35.0, ,664,44869.0,05-10-2020
Maine ,1436,64.0, ,511,23500.0,05-10-2020
West Virginia ,1360,54.0,1 ,568,62644.0,05-10-2020
Vermont ,927,53.0, ,97,20048.0,05-10-2020
Wyoming ,653,7.0, ,218,13416.0,05-10-2020
Hawaii ,631,17.0, ,63,37712.0,05-10-2020
Montana ,458,16.0, ,20,21704.0,05-10-2020
Alaska ,378,10.0, ,63,26449.0,05-10-2020
Guam  ,151,5.0, ,15,605.0,05-10-2020
Grand Princess Ship ,103,3.0, ,100,,05-10-2020
United States Virgin Islands ,69,4.0, ,6,1210.0,05-10-2020
Northern Mariana Islands ,16,2.0, ,2,2336.0,05-10-2020
New York ,345817,26874.0,62 ,260843,1204650.0,05-11-2020
New Jersey ,140008,9264.0, ,129209,415969.0,05-11-2020
Massachusetts ,77793,4979.0, ,50666,388389.0,05-11-2020
Illinois ,77741,3406.0, ,73690,429984.0,05-11-2020
California ,67986,2719.0,2 ,54287,958161.0,05-11-2020
Pennsylvania ,60557,3843.0,20 ,55614,297640.0,05-11-2020
Michigan ,47138,4551.0, ,19901,294411.0,05-11-2020
Florida ,40982,1735.0,14 ,38201,670493.0,05-11-2020
Texas ,39890,1133.0, ,15168,513978.0,05-11-2020
Georgia ,33833,1405.0, ,32088,243547.0,05-11-2020
Connecticut ,33554,2967.0, ,30522,130192.0,05-11-2020
Maryland ,33373,1683.0,39 ,29649,164780.0,05-11-2020
Louisiana ,31815,2308.0,22 ,9191,220830.0,05-11-2020
Virginia ,25070,850.0,11 ,21096,167758.0,05-11-2020
Indiana  ,24627,1540.0,32 ,21528,146688.0,05-11-2020
Ohio ,24081,1341.0, ,22292,204862.0,05-11-2020
Colorado ,19703,971.0, ,18173,104077.0,05-11-2020
Washington ,17610,932.0, ,13032,248875.0,05-11-2020
North Carolina ,15198,568.0,4 ,12822,195865.0,05-11-2020
Tennessee ,14985,243.0, ,7373,261869.0,05-11-2020
Iowa ,12373,271.0,6 ,6853,77792.0,05-11-2020
Minnesota ,11799,591.0,13 ,3672,115781.0,05-11-2020
Rhode Island ,11450,430.0,8 ,10290,93332.0,05-11-2020
Arizona ,11380,542.0,6 ,10768,150241.0,05-11-2020
Veteran Affairs ,10952,857.0, ,2642,123420.0,05-11-2020
Wisconsin ,10219,400.0, ,4805,115382.0,05-11-2020
Missouri ,10008,497.0, ,7448,115546.0,05-11-2020
Alabama ,9953,401.0,8 ,9532,129444.0,05-11-2020
Mississippi ,9674,435.0,5 ,4818,95885.0,05-11-2020
Nebraska  ,8315,98.0, ,8195,46314.0,05-11-2020
US Military ,7826,27.0, ,4643,,05-11-2020
South Carolina ,7653,331.0, ,2441,84457.0,05-11-2020
Kansas ,6962,175.0,1 ,5112,52505.0,05-11-2020
Delaware ,6565,225.0,1 ,3721,31928.0,05-11-2020
Kentucky ,6440,304.0, ,3828,86900.0,05-11-2020
District Of Columbia ,6389,328.0,5 ,5180,30261.0,05-11-2020
Utah ,6251,67.0, ,3999,146510.0,05-11-2020
Nevada ,6098,306.0, ,1595,71603.0,05-11-2020
New Mexico ,4863,200.0, ,3538,102498.0,05-11-2020
Oklahoma ,4613,272.0, ,1137,95869.0,05-11-2020
Arkansas ,4012,91.0, ,809,69008.0,05-11-2020
Federal Prisons ,3580,46.0, ,2631,,05-11-2020
South Dakota ,3517,34.0, ,1296,24578.0,05-11-2020
Oregon ,3228,127.0, ,1976,75450.0,05-11-2020
New Hampshire ,3071,133.0, ,1709,34794.0,05-11-2020
Navajo Nation ,2973,98.0, ,2875,16549.0,05-11-2020
Puerto Rico ,2256,113.0,2 ,1397,13022.0,05-11-2020
Idaho ,2230,67.0, ,784,31961.0,05-11-2020
North Dakota ,1518,36.0,1 ,636,47014.0,05-11-2020
Maine ,1462,65.0,1  ,525,23500.0,05-11-2020
West Virginia ,1366,54.0, ,574,63469.0,05-11-2020
Vermont ,927,53.0, ,89,20871.0,05-11-2020
Wyoming ,662,7.0, ,227,13416.0,05-11-2020
Hawaii ,632,17.0, ,54,37712.0,05-11-2020
Montana ,459,16.0, ,20,22572.0,05-11-2020
Alaska ,379,10.0, ,45,27364.0,05-11-2020
Guam ,151,5.0, ,15,605.0,05-11-2020
Grand Princess Ship ,103,3.0, ,100,,05-11-2020
United States Virgin Islands ,69,5.0,1 ,4,1215.0,05-11-2020
Northern Mariana Islands ,19,2.0, ,5,2695.0,05-11-2020
New York  ,347151,27003.0, ,261785,1204650.0,05-12-2020
New Jersey ,142046,9532.0,191 ,130965,433060.0,05-12-2020
Illinois ,79007,3459.0, ,74903,442425.0,05-12-2020
Massachusetts ,78462,5108.0, ,51206,394728.0,05-12-2020
California ,69416,2789.0,11 ,55499,994820.0,05-12-2020
Pennsylvania ,61346,3917.0,76 ,56329,304161.0,05-12-2020
Michigan ,47552,4584.0, ,20282,308233.0,05-12-2020
Florida ,41923,1782.0,47 ,33048,598883.0,05-12-2020
Texas ,40855,1153.0, ,16110,525787.0,05-12-2020
Georgia ,34635,1461.0,17 ,32834,251288.0,05-12-2020
Maryland ,34061,1756.0,73 ,29911,169503.0,05-12-2020
Connecticut ,33765,3008.0, ,30692,132508.0,05-12-2020
Louisiana ,32050,2347.0,39 ,9387,228012.0,05-12-2020
Virginia ,25800,891.0,41 ,21785,171239.0,05-12-2020
Indiana ,25127,1578.0,38 ,21858,150510.0,05-12-2020
Ohio ,24787,1360.0, ,22979,210530.0,05-12-2020
Colorado ,19879,987.0, ,18280,108790.0,05-12-2020
Washington ,17890,953.0, ,13219,248875.0,05-12-2020
Tennessee ,15544,251.0, ,7255,273277.0,05-12-2020
North Carolina ,15515,596.0,21 ,12493,202244.0,05-12-2020
Iowa ,12912,289.0,18 ,7005,81288.0,05-12-2020
Minnesota ,12494,614.0,23 ,3657,120834.0,05-12-2020
Arizona ,11736,562.0,20 ,11104,159082.0,05-12-2020
Rhode Island ,11614,444.0,14 ,10440,95239.0,05-12-2020
Veteran Affairs ,11312,921.0,51 ,2851,129181.0,05-12-2020
Wisconsin ,10418,409.0, ,4995,118451.0,05-12-2020
Alabama ,10260,428.0,25 ,9812,129444.0,05-12-2020
Missouri ,10149,507.0, ,7113,115546.0,05-12-2020
Mississippi ,9908,457.0,22 ,5030,96426.0,05-12-2020
Nebraska ,8572,100.0, ,8450,48019.0,05-12-2020
US Military ,8130,27.0, ,4639,,05-12-2020
South Carolina ,7792,346.0, ,2565,89968.0,05-12-2020
Kansas ,7163,182.0,2 ,5306,54109.0,05-12-2020
Delaware ,6741,237.0,12 ,3702,33291.0,05-12-2020
Kentucky ,6677,311.0, ,4031,104001.0,05-12-2020
District Of Columbia ,6485,336.0,8 ,5263,31050.0,05-12-2020
Utah ,6362,68.0, ,3113,150585.0,05-12-2020
Nevada ,6311,312.0, ,1802,76914.0,05-12-2020
New Mexico ,5069,208.0, ,3561,106721.0,05-12-2020
Oklahoma ,4613,274.0, ,1135,95869.0,05-12-2020
Arkansas ,4043,94.0, ,800,70323.0,05-12-2020
Federal Prisons ,3629,49.0, ,2645,,05-12-2020
South Dakota ,3614,34.0, ,1393,24578.0,05-12-2020
Oregon ,3286,130.0, ,2031,77542.0,05-12-2020
Navajo Nation ,3204,102.0,4 ,3102,16549.0,05-12-2020
New Hampshire ,3160,133.0, ,1796,35561.0,05-12-2020
Puerto Rico ,2299,114.0,1 ,1439,13022.0,05-12-2020
Idaho ,2260,70.0, ,811,31961.0,05-12-2020
North Dakota ,1571,38.0,2 ,656,47832.0,05-12-2020
Maine ,1477,65.0, ,499,23500.0,05-12-2020
West Virginia ,1371,57.0, ,511,64165.0,05-12-2020
Vermont ,927,53.0, ,87,21262.0,05-12-2020
Wyoming ,669,7.0, ,211,13416.0,05-12-2020
Hawaii ,634,17.0, ,56,37712.0,05-12-2020
Montana ,461,16.0, ,20,23035.0,05-12-2020
Alaska ,381,10.0, ,43,28680.0,05-12-2020
Guam ,152,5.0, ,16,605.0,05-12-2020
Grand Princess Ship ,103,3.0, ,100,,05-12-2020
United States Virgin Islands ,69,5.0, ,4,1215.0,05-12-2020
Northern Mariana Islands ,19,2.0, ,5,2695.0,05-12-2020
New York ,350582,27282.0,107 ,264107,1258907.0,05-13-2020
New Jersey ,142079,9702.0,161 ,129149,441450.0,05-13-2020
Illinois ,83021,3601.0, ,70644,471691.0,05-13-2020
Massachusetts ,79332,5141.0, ,52043,401496.0,05-13-2020
California ,71081,2882.0,6 ,56487,1036275.0,05-13-2020
Pennsylvania ,61892,4016.0,98 ,51370,311186.0,05-13-2020
Michigan ,48021,4674.0, ,20661,317282.0,05-13-2020
Florida ,42402,1829.0,47 ,33480,595495.0,05-13-2020
Texas ,41866,1179.0, ,16436,538172.0,05-13-2020
Georgia ,35245,1494.0, ,33411,273904.0,05-13-2020
Maryland ,34812,1809.0,53 ,30609,173574.0,05-13-2020
Connecticut ,34333,3041.0, ,28363,138424.0,05-13-2020
Louisiana ,32662,2381.0,34 ,7673,237904.0,05-13-2020
Virginia ,26746,927.0,36 ,22695,180084.0,05-13-2020
Indiana ,25473,1619.0,41 ,22163,154083.0,05-13-2020
Ohio ,25264,1438.0, ,19658,217731.0,05-13-2020
Colorado ,20157,1009.0, ,18453,109304.0,05-13-2020
Washington ,18064,964.0, ,13098,252108.0,05-13-2020
Tennessee ,16111,265.0, ,7510,283924.0,05-13-2020
North Carolina ,15950,615.0,15 ,6220,210457.0,05-13-2020
Iowa ,13289,306.0,17 ,7029,85719.0,05-13-2020
Minnesota ,12917,638.0,24 ,3492,122035.0,05-13-2020
Arizona ,12176,594.0,32 ,11512,165810.0,05-13-2020
Rhode Island ,11835,462.0,18 ,10643,97922.0,05-13-2020
Veteran Affairs ,11573,953.0,24 ,2680,129181.0,05-13-2020
Wisconsin ,10611,418.0, ,5179,123359.0,05-13-2020
Alabama ,10564,445.0,10 ,10099,135691.0,05-13-2020
Missouri ,10276,531.0, ,7091,121296.0,05-13-2020
Mississippi ,10090,465.0,8 ,3357,100048.0,05-13-2020
Nebraska ,8692,103.0, ,8567,49799.0,05-13-2020
US Military ,8210,27.0, ,4719,,05-13-2020
South Carolina ,7927,355.0, ,2691,93140.0,05-13-2020
Kansas ,7245,185.0,1 ,5385,54109.0,05-13-2020
Kentucky ,6853,321.0, ,3986,110609.0,05-13-2020
Delaware ,6741,237.0, ,3702,33291.0,05-13-2020
District Of Columbia ,6584,350.0,14 ,5300,31658.0,05-13-2020
Utah ,6432,73.0, ,3092,153485.0,05-13-2020
Nevada ,6311,321.0, ,1793,76914.0,05-13-2020
New Mexico ,5212,219.0, ,3559,106721.0,05-13-2020
Oklahoma ,4852,278.0, ,1151,109859.0,05-13-2020
Arkansas ,4164,95.0, ,849,73215.0,05-13-2020
South Dakota ,3663,39.0, ,1315,25197.0,05-13-2020
Federal Prisons ,3629,50.0, ,2644,,05-13-2020
Oregon ,3358,130.0, ,2103,79595.0,05-13-2020
New Hampshire ,3239,142.0, ,1863,37216.0,05-13-2020
Navajo Nation ,3204,102.0, ,3102,16549.0,05-13-2020
Puerto Rico ,2329,115.0,1 ,1468,13022.0,05-13-2020
Idaho ,2293,70.0, ,844,32705.0,05-13-2020
North Dakota ,1647,40.0,2 ,638,48945.0,05-13-2020
Maine ,1515,66.0,1 ,506,23500.0,05-13-2020
West Virginia ,1398,58.0, ,527,65708.0,05-13-2020
Vermont ,929,53.0, ,87,21676.0,05-13-2020
Wyoming ,675,7.0, ,217,15059.0,05-13-2020
Hawaii ,635,17.0, ,55,37939.0,05-13-2020
Montana ,462,16.0, ,16,23852.0,05-13-2020
Alaska ,383,10.0, ,39,29961.0,05-13-2020
Guam ,152,5.0, ,16,605.0,05-13-2020
Grand Princess Ship ,103,3.0, ,100,,05-13-2020
United States Virgin Islands ,69,6.0, ,2,1242.0,05-13-2020
Northern Mariana Islands ,19,2.0, ,5,3040.0,05-13-2020
New York ,350848,27290.0, ,264341,1258907.0,05-14-2020
New Jersey ,142861,9727.0, ,129846,441450.0,05-14-2020
Illinois ,84698,3792.0, ,71681,489359.0,05-14-2020
Massachusetts ,80497,5315.0, ,47370,410032.0,05-14-2020
California ,73143,2974.0,8 ,57978,1065906.0,05-14-2020
Pennsylvania ,62808,4312.0,165 ,51881,319562.0,05-14-2020
Michigan ,48391,4714.0, ,20991,329639.0,05-14-2020
Texas ,43502,1217.0, ,18602,587431.0,05-14-2020
Florida ,43210,1876.0,47 ,33955,609577.0,05-14-2020
 Maryland ,35903,1866.0,57 ,31581,178454.0,05-14-2020
Georgia ,35858,1527.0,10 ,33991,285881.0,05-14-2020
Connecticut ,34855,3125.0, ,28801,142943.0,05-14-2020
Louisiana ,33489,2417.0,36  ,8464,247588.0,05-14-2020
Virginia ,27813,955.0,28 ,23180,185551.0,05-14-2020
Indiana ,26053,1646.0,27 ,22538,160239.0,05-14-2020
Ohio ,25729,1485.0, ,20076,225854.0,05-14-2020
Colorado ,20475,1062.0, ,18718,112505.0,05-14-2020
Washington ,18281,975.0, ,13040,261080.0,05-14-2020
North Carolina ,16696,637.0,12 ,6944,219268.0,05-14-2020
Tennessee ,16370,273.0, ,7467,292917.0,05-14-2020
Iowa ,13675,318.0,12 ,7126,89294.0,05-14-2020
Minnesota ,13435,672.0,34 ,3627,128752.0,05-14-2020
Arizona ,12674,624.0,30 ,11980,175455.0,05-14-2020
Rhode Island ,12016,468.0,6 ,10662,101601.0,05-14-2020
Veteran Affairs ,11718,972.0,19 ,2508,129181.0,05-14-2020
Wisconsin ,10902,421.0, ,4808,128013.0,05-14-2020
Alabama ,10895,466.0,16 ,10409,140876.0,05-14-2020
Mississippi ,10483,480.0,15 ,3735,105326.0,05-14-2020
Missouri ,10355,548.0, ,7153,124142.0,05-14-2020
Nebraska ,9075,107.0, ,8946,53427.0,05-14-2020
US Military ,8297,27.0, ,4806,,05-14-2020
South Carolina ,8030,362.0, ,2787,95866.0,05-14-2020
Kansas ,7542,188.0, ,5497,57544.0,05-14-2020
Delaware ,7223,260.0,13 ,3883,36857.0,05-14-2020
Kentucky ,7080,326.0, ,4105,117395.0,05-14-2020
District Of Columbia ,6736,358.0,8 ,5412,32999.0,05-14-2020
Utah ,6620,75.0, ,3278,156786.0,05-14-2020
Nevada ,6499,331.0, ,1971,82993.0,05-14-2020
New Mexico ,5364,231.0, ,3618,115011.0,05-14-2020
Oklahoma ,4962,284.0,6 ,1018,109859.0,05-14-2020
Arkansas ,4236,97.0, ,862,75818.0,05-14-2020
South Dakota ,3732,39.0, ,1326,25844.0,05-14-2020
Federal Prisons ,3629,51.0, ,1943,,05-14-2020
Oregon ,3416,134.0, ,1876,83987.0,05-14-2020
Navajo Nation ,3392,119.0,16 ,3273,16549.0,05-14-2020
New Hampshire ,3299,150.0, ,1913,39175.0,05-14-2020
Puerto Rico ,2427,117.0,2 ,1564,13022.0,05-14-2020
